タイムスタンプ,センサーID,設置場所,温度(℃),湿度(%),気圧(hPa),振動(G),照度(lx),バッテリー残量(%),状態
2025-05-01T05:00:00,SN003,区画C,24.1,54.9,1016.7,0.20,242,87,正常
2025-05-01T05:15:00,SN003,区画C,24.2,55.0,1016.8,0.21,244,87,正常
2025-05-01T05:30:00,SN003,区画C,24.3,55.1,1016.9,0.22,246,86,正常
2025-05-01T05:45:00,SN003,区画C,24.4,55.2,1017.0,0.23,248,86,正常
2025-05-01T06:00:00,SN001,区画A,25.3,42.8,1011.4,0.36,200,79,正常
2025-05-01T06:15:00,SN001,区画A,25.4,42.7,1011.3,0.37,198,79,正常
2025-05-01T06:30:00,SN001,区画A,25.5,42.6,1011.2,0.38,196,78,正常
2025-05-01T06:45:00,SN001,区画A,25.6,42.5,1011.1,0.39,194,78,正常
2025-05-01T06:00:00,SN002,区画B,26.5,45.2,1009.9,0.45,338,82,注意
2025-05-01T06:15:00,SN002,区画B,26.6,45.1,1009.8,0.46,340,81,注意
2025-05-01T06:30:00,SN002,区画B,26.7,45.0,1009.7,0.47,342,81,注意
2025-05-01T06:45:00,SN002,区画B,26.8,44.9,1009.6,0.48,344,80,注意
2025-05-01T06:00:00,SN003,区画C,24.5,55.3,1017.1,0.24,250,85,正常
2025-05-01T06:15:00,SN003,区画C,24.6,55.4,1017.2,0.25,252,85,正常
2025-05-01T06:30:00,SN003,区画C,24.7,55.5,1017.3,0.26,254,84,正常
2025-05-01T06:45:00,SN003,区画C,24.8,55.6,1017.4,0.27,256,84,正常
2025-05-01T07:00:00,SN001,区画A,25.7,42.4,1011.0,0.40,192,77,正常
2025-05-01T07:15:00,SN001,区画A,25.8,42.3,1010.9,0.41,190,77,正常
2025-05-01T07:30:00,SN001,区画A,25.9,42.2,1010.8,0.42,188,76,正常
2025-05-01T07:45:00,SN001,区画A,26.0,42.1,1010.7,0.43,186,76,正常
2025-05-01T07:00:00,SN002,区画B,26.9,44.8,1009.5,0.49,346,80,注意
2025-05-01T07:15:00,SN002,区画B,27.0,44.7,1009.4,0.50,348,79,注意
2025-05-01T07:30:00,SN002,区画B,27.1,44.6,1009.3,0.51,350,79,危険
2025-05-01T07:45:00,SN002,区画B,27.2,44.5,1009.2,0.52,352,78,危険
2025-05-01T07:00:00,SN003,区画C,24.9,55.7,1017.5,0.28,258,83,正常
2025-05-01T07:15:00,SN003,区画C,25.0,55.8,1017.6,0.29,260,83,正常
2025-05-01T07:30:00,SN003,区画C,25.1,55.9,1017.7,0.30,262,82,正常
2025-05-01T07:45:00,SN003,区画C,25.2,56.0,1017.8,0.31,264,82,正常
2025-05-01T08:00:00,SN001,区画A,26.1,42.0,1010.6,0.44,184,75,正常
2025-05-01T08:15:00,SN001,区画A,26.2,41.9,1010.5,0.45,182,75,正常
2025-05-01T08:30:00,SN001,区画A,26.3,41.8,1010.4,0.46,180,74,正常
2025-05-01T08:45:00,SN001,区画A,26.4,41.7,1010.3,0.47,178,74,正常
2025-05-01T08:00:00,SN002,区画B,27.3,44.4,1009.1,0.53,354,78,危険
2025-05-01T08:15:00,SN002,区画B,27.4,44.3,1009.0,0.54,356,77,危険
2025-05-01T08:30:00,SN002,区画B,27.5,44.2,1008.9,0.55,358,77,危険
2025-05-01T08:45:00,SN002,区画B,27.6,44.1,1008.8,0.56,360,76,危険
2025-05-01T08:00:00,SN003,区画C,25.3,56.1,1017.9,0.32,266,81,正常
2025-05-01T08:15:00,SN003,区画C,25.4,56.2,1018.0,0.33,268,81,正常
2025-05-01T08:30:00,SN003,区画C,25.5,56.3,1018.1,0.34,270,80,正常
2025-05-01T08:45:00,SN003,区画C,25.6,56.4,1018.2,0.35,272,80,正常
2025-05-01T09:00:00,SN001,区画A,26.5,41.6,1010.2,0.48,176,73,正常
2025-05-01T09:15:00,SN001,区画A,26.6,41.5,1010.1,0.49,174,73,正常
2025-05-01T09:30:00,SN001,区画A,26.7,41.4,1010.0,0.50,172,72,正常
2025-05-01T09:45:00,SN001,区画A,26.8,41.3,1009.9,0.51,170,72,正常
2025-05-01T09:00:00,SN002,区画B,27.7,44.0,1008.7,0.57,362,76,危険
2025-05-01T09:15:00,SN002,区画B,27.8,43.9,1008.6,0.58,364,75,危険
2025-05-01T09:30:00,SN002,区画B,27.9,43.8,1008.5,0.59,366,75,危険
2025-05-01T09:45:00,SN002,区画B,28.0,43.7,1008.4,0.60,368,74,危険
2025-05-01T09:00:00,SN003,区画C,25.7,56.5,1018.3,0.36,274,79,正常
2025-05-01T09:15:00,SN003,区画C,25.8,56.6,1018.4,0.37,276,79,正常
2025-05-01T09:30:00,SN003,区画C,25.9,56.7,1018.5,0.38,278,78,正常
2025-05-01T09:45:00,SN003,区画C,26.0,56.8,1018.6,0.39,280,78,正常
2025-05-01T10:00:00,SN001,区画A,26.9,41.2,1009.8,0.52,168,71,正常
2025-05-01T10:15:00,SN001,区画A,27.0,41.1,1009.7,0.53,166,71,正常
2025-05-01T10:30:00,SN001,区画A,27.1,41.0,1009.6,0.54,164,70,正常
2025-05-01T10:45:00,SN001,区画A,27.2,40.9,1009.5,0.55,162,70,正常
2025-05-01T10:00:00,SN002,区画B,28.1,43.6,1008.3,0.58,370,74,危険
2025-05-01T10:15:00,SN002,区画B,28.2,43.5,1008.2,0.56,372,73,危険
2025-05-01T10:30:00,SN002,区画B,28.3,43.4,1008.1,0.54,374,73,危険
2025-05-01T10:45:00,SN002,区画B,28.4,43.3,1008.0,0.52,376,72,危険
2025-05-01T10:00:00,SN003,区画C,26.1,56.9,1018.7,0.40,282,77,正常
2025-05-01T10:15:00,SN003,区画C,26.2,57.0,1018.8,0.41,284,77,正常
2025-05-01T10:30:00,SN003,区画C,26.3,57.1,1018.9,0.42,286,76,正常
2025-05-01T10:45:00,SN003,区画C,26.4,57.2,1019.0,0.43,288,76,正常
2025-05-01T11:00:00,SN001,区画A,27.3,40.8,1009.4,0.56,160,69,正常
2025-05-01T11:15:00,SN001,区画A,27.4,40.7,1009.3,0.57,158,69,正常
2025-05-01T11:30:00,SN001,区画A,27.5,40.6,1009.2,0.58,156,68,正常
2025-05-01T11:45:00,SN001,区画A,27.6,40.5,1009.1,0.59,154,68,正常
2025-05-01T11:00:00,SN002,区画B,28.5,43.2,1007.9,0.51,378,72,危険
2025-05-01T11:15:00,SN002,区画B,28.6,43.1,1007.8,0.50,380,71,危険
2025-05-01T11:30:00,SN002,区画B,28.7,43.0,1007.7,0.49,382,71,危険
2025-05-01T11:45:00,SN002,区画B,28.8,42.9,1007.6,0.48,384,70,危険
2025-05-01T11:00:00,SN003,区画C,26.5,57.3,1019.1,0.44,290,75,正常
2025-05-01T11:15:00,SN003,区画C,26.6,57.4,1019.2,0.45,292,75,正常
2025-05-01T11:30:00,SN003,区画C,26.7,57.5,1019.3,0.46,294,74,正常
2025-05-01T11:45:00,SN003,区画C,26.8,57.6,1019.4,0.47,296,74,正常
2025-05-01T00:00:00,SN001,区画A,22.5,45.2,1013.2,0.12,245,92,正常
2025-05-01T00:05:00,SN001,区画A,22.6,45.1,1013.3,0.11,247,92,正常
2025-05-01T00:10:00,SN001,区画A,22.7,45.3,1013.4,0.15,249,91,正常
2025-05-01T00:15:00,SN001,区画A,22.8,45.4,1013.5,0.12,250,91,正常
2025-05-01T00:20:00,SN001,区画A,22.9,45.5,1013.6,0.13,248,91,正常
2025-05-01T00:25:00,SN001,区画A,23.0,45.3,1013.7,0.14,246,91,正常
2025-05-01T00:30:00,SN001,区画A,23.1,45.2,1013.8,0.12,245,90,正常
2025-05-01T00:35:00,SN001,区画A,23.2,45.1,1013.7,0.11,244,90,正常
2025-05-01T00:40:00,SN001,区画A,23.3,45.0,1013.6,0.12,243,90,正常
2025-05-01T00:45:00,SN001,区画A,23.2,44.9,1013.5,0.13,242,90,正常
2025-05-01T00:00:00,SN002,区画B,23.5,48.2,1012.9,0.17,278,95,正常
2025-05-01T00:05:00,SN002,区画B,23.6,48.1,1012.8,0.16,280,95,正常
2025-05-01T00:10:00,SN002,区画B,23.7,48.0,1012.7,0.15,282,94,正常
2025-05-01T00:15:00,SN002,区画B,23.8,47.9,1012.6,0.18,284,94,正常
2025-05-01T00:20:00,SN002,区画B,23.9,47.8,1012.5,0.19,286,94,正常
2025-05-01T00:25:00,SN002,区画B,24.0,47.7,1012.4,0.20,288,93,正常
2025-05-01T00:30:00,SN002,区画B,24.1,47.6,1012.3,0.21,290,93,正常
2025-05-01T00:35:00,SN002,区画B,24.2,47.5,1012.2,0.22,292,93,正常
2025-05-01T00:40:00,SN002,区画B,24.3,47.4,1012.1,0.23,294,92,正常
2025-05-01T00:45:00,SN002,区画B,24.4,47.3,1012.0,0.24,296,92,正常
2025-05-01T00:00:00,SN003,区画C,21.5,52.3,1014.1,0.08,190,98,正常
2025-05-01T00:05:00,SN003,区画C,21.6,52.4,1014.2,0.09,192,98,正常
2025-05-01T00:10:00,SN003,区画C,21.7,52.5,1014.3,0.10,194,98,正常
2025-05-01T00:15:00,SN003,区画C,21.8,52.6,1014.4,0.09,196,97,正常
2025-05-01T00:20:00,SN003,区画C,21.9,52.7,1014.5,0.08,198,97,正常
2025-05-01T00:25:00,SN003,区画C,22.0,52.8,1014.6,0.07,200,97,正常
2025-05-01T00:30:00,SN003,区画C,22.1,52.9,1014.7,0.06,202,97,正常
2025-05-01T00:35:00,SN003,区画C,22.2,53.0,1014.8,0.05,204,96,正常
2025-05-01T00:40:00,SN003,区画C,22.3,53.1,1014.9,0.04,206,96,正常
2025-05-01T00:45:00,SN003,区画C,22.4,53.2,1015.0,0.03,208,96,正常
2025-05-01T01:00:00,SN001,区画A,23.3,44.8,1013.4,0.16,240,89,正常
2025-05-01T01:15:00,SN001,区画A,23.4,44.7,1013.3,0.17,238,89,正常
2025-05-01T01:30:00,SN001,区画A,23.5,44.6,1013.2,0.18,236,88,正常
2025-05-01T01:45:00,SN001,区画A,23.6,44.5,1013.1,0.19,234,88,正常
2025-05-01T01:00:00,SN002,区画B,24.5,47.2,1011.9,0.25,298,92,正常
2025-05-01T01:15:00,SN002,区画B,24.6,47.1,1011.8,0.26,300,91,正常
2025-05-01T01:30:00,SN002,区画B,24.7,47.0,1011.7,0.27,302,91,正常
2025-05-01T01:45:00,SN002,区画B,24.8,46.9,1011.6,0.28,304,90,正常
2025-05-01T01:00:00,SN003,区画C,22.5,53.3,1015.1,0.04,210,95,正常
2025-05-01T01:15:00,SN003,区画C,22.6,53.4,1015.2,0.05,212,95,正常
2025-05-01T01:30:00,SN003,区画C,22.7,53.5,1015.3,0.06,214,94,正常
2025-05-01T01:45:00,SN003,区画C,22.8,53.6,1015.4,0.07,216,94,正常
2025-05-01T02:00:00,SN001,区画A,23.7,44.4,1013.0,0.20,232,87,正常
2025-05-01T02:15:00,SN001,区画A,23.8,44.3,1012.9,0.21,230,87,正常
2025-05-01T02:30:00,SN001,区画A,23.9,44.2,1012.8,0.22,228,86,正常
2025-05-01T02:45:00,SN001,区画A,24.0,44.1,1012.7,0.23,226,86,正常
2025-05-01T02:00:00,SN002,区画B,24.9,46.8,1011.5,0.29,306,90,正常
2025-05-01T02:15:00,SN002,区画B,25.0,46.7,1011.4,0.30,308,89,正常
2025-05-01T02:30:00,SN002,区画B,25.1,46.6,1011.3,0.31,310,89,正常
2025-05-01T02:45:00,SN002,区画B,25.2,46.5,1011.2,0.32,312,88,正常
2025-05-01T02:00:00,SN003,区画C,22.9,53.7,1015.5,0.08,218,93,正常
2025-05-01T02:15:00,SN003,区画C,23.0,53.8,1015.6,0.09,220,93,正常
2025-05-01T02:30:00,SN003,区画C,23.1,53.9,1015.7,0.10,222,92,正常
2025-05-01T02:45:00,SN003,区画C,23.2,54.0,1015.8,0.11,224,92,正常
2025-05-01T03:00:00,SN001,区画A,24.1,44.0,1012.6,0.24,224,85,正常
2025-05-01T03:15:00,SN001,区画A,24.2,43.9,1012.5,0.25,222,85,正常
2025-05-01T03:30:00,SN001,区画A,24.3,43.8,1012.4,0.26,220,84,正常
2025-05-01T03:45:00,SN001,区画A,24.4,43.7,1012.3,0.27,218,84,正常
2025-05-01T03:00:00,SN002,区画B,25.3,46.4,1011.1,0.33,314,88,正常
2025-05-01T03:15:00,SN002,区画B,25.4,46.3,1011.0,0.34,316,87,正常
2025-05-01T03:30:00,SN002,区画B,25.5,46.2,1010.9,0.35,318,87,警告
2025-05-01T03:45:00,SN002,区画B,25.6,46.1,1010.8,0.36,320,86,警告
2025-05-01T03:00:00,SN003,区画C,23.3,54.1,1015.9,0.12,226,91,正常
2025-05-01T03:15:00,SN003,区画C,23.4,54.2,1016.0,0.13,228,91,正常
2025-05-01T03:30:00,SN003,区画C,23.5,54.3,1016.1,0.14,230,90,正常
2025-05-01T03:45:00,SN003,区画C,23.6,54.4,1016.2,0.15,232,90,正常
2025-05-01T04:00:00,SN001,区画A,24.5,43.6,1012.2,0.28,216,83,正常
2025-05-01T04:15:00,SN001,区画A,24.6,43.5,1012.1,0.29,214,83,正常
2025-05-01T04:30:00,SN001,区画A,24.7,43.4,1012.0,0.30,212,82,正常
2025-05-01T04:45:00,SN001,区画A,24.8,43.3,1011.9,0.31,210,82,正常
2025-05-01T04:00:00,SN002,区画B,25.7,46.0,1010.7,0.37,322,86,警告
2025-05-01T04:15:00,SN002,区画B,25.8,45.9,1010.6,0.38,324,85,警告
2025-05-01T04:30:00,SN002,区画B,25.9,45.8,1010.5,0.39,326,85,警告
2025-05-01T04:45:00,SN002,区画B,26.0,45.7,1010.4,0.40,328,84,警告
2025-05-01T04:00:00,SN003,区画C,23.7,54.5,1016.3,0.16,234,89,正常
2025-05-01T04:15:00,SN003,区画C,23.8,54.6,1016.4,0.17,236,89,正常
2025-05-01T04:30:00,SN003,区画C,23.9,54.7,1016.5,0.18,238,88,正常
2025-05-01T04:45:00,SN003,区画C,24.0,54.8,1016.6,0.19,240,88,正常
2025-05-01T05:00:00,SN001,区画A,24.9,43.2,1011.8,0.32,208,81,正常
2025-05-01T05:15:00,SN001,区画A,25.0,43.1,1011.7,0.33,206,81,正常
2025-05-01T05:30:00,SN001,区画A,25.1,43.0,1011.6,0.34,204,80,正常
2025-05-01T05:45:00,SN001,区画A,25.2,42.9,1011.5,0.35,202,80,正常
2025-05-01T05:00:00,SN002,区画B,26.1,45.6,1010.3,0.41,330,84,警告
2025-05-01T05:15:00,SN002,区画B,26.2,45.5,1010.2,0.42,332,83,警告
2025-05-01T05:30:00,SN002,区画B,26.3,45.4,1010.1,0.43,334,83,警告
2025-05-01T05:45:00,SN002,区画B,26.4,45.3,1010.0,0.44,336,82,注意
2025-05-01T05:00:00,SN003,区画C,24.1,54.9,1016.7,0.20,242,87,正常
2025-05-01T05:15:00,SN003,区画C,24.2,55.0,1016.8,0.21,244,87,正常
2025-05-01T05:30:00,SN003,区画C,24.3,55.1,1016.9,0.22,246,86,正常
2025-05-01T05:45:00,SN003,区画C,24.4,55.2,1017.0,0.23,248,86,正常
2025-05-01T06:00:00,SN001,区画A,25.3,42.8,1011.4,0.36,200,79,正常
2025-05-01T06:15:00,SN001,区画A,25.4,42.7,1011.3,0.37,198,79,正常
2025-05-01T06:30:00,SN001,区画A,25.5,42.6,1011.2,0.38,196,78,正常
2025-05-01T06:45:00,SN001,区画A,25.6,42.5,1011.1,0.39,194,78,正常
2025-05-01T06:00:00,SN002,区画B,26.5,45.2,1009.9,0.45,338,82,注意
2025-05-01T06:15:00,SN002,区画B,26.6,45.1,1009.8,0.46,340,81,注意
2025-05-01T06:30:00,SN002,区画B,26.7,45.0,1009.7,0.47,342,81,注意
2025-05-01T06:45:00,SN002,区画B,26.8,44.9,1009.6,0.48,344,80,注意
2025-05-01T06:00:00,SN003,区画C,24.5,55.3,1017.1,0.24,250,85,正常
2025-05-01T06:15:00,SN003,区画C,24.6,55.4,1017.2,0.25,252,85,正常
2025-05-01T06:30:00,SN003,区画C,24.7,55.5,1017.3,0.26,254,84,正常
2025-05-01T06:45:00,SN003,区画C,24.8,55.6,1017.4,0.27,256,84,正常
2025-05-01T07:00:00,SN001,区画A,25.7,42.4,1011.0,0.40,192,77,正常
2025-05-01T07:15:00,SN001,区画A,25.8,42.3,1010.9,0.41,190,77,正常
2025-05-01T07:30:00,SN001,区画A,25.9,42.2,1010.8,0.42,188,76,正常
2025-05-01T07:45:00,SN001,区画A,26.0,42.1,1010.7,0.43,186,76,正常
2025-05-01T07:00:00,SN002,区画B,26.9,44.8,1009.5,0.49,346,80,注意
2025-05-01T07:15:00,SN002,区画B,27.0,44.7,1009.4,0.50,348,79,注意
2025-05-01T07:30:00,SN002,区画B,27.1,44.6,1009.3,0.51,350,79,危険
2025-05-01T07:45:00,SN002,区画B,27.2,44.5,1009.2,0.52,352,78,危険
2025-05-01T07:00:00,SN003,区画C,24.9,55.7,1017.5,0.28,258,83,正常
2025-05-01T07:15:00,SN003,区画C,25.0,55.8,1017.6,0.29,260,83,正常
2025-05-01T07:30:00,SN003,区画C,25.1,55.9,1017.7,0.30,262,82,正常
2025-05-01T07:45:00,SN003,区画C,25.2,56.0,1017.8,0.31,264,82,正常
2025-05-01T08:00:00,SN001,区画A,26.1,42.0,1010.6,0.44,184,75,正常
2025-05-01T08:15:00,SN001,区画A,26.2,41.9,1010.5,0.45,182,75,正常
2025-05-01T08:30:00,SN001,区画A,26.3,41.8,1010.4,0.46,180,74,正常
2025-05-01T08:45:00,SN001,区画A,26.4,41.7,1010.3,0.47,178,74,正常
2025-05-01T08:00:00,SN002,区画B,27.3,44.4,1009.1,0.53,354,78,危険
2025-05-01T08:15:00,SN002,区画B,27.4,44.3,1009.0,0.54,356,77,危険
2025-05-01T08:30:00,SN002,区画B,27.5,44.2,1008.9,0.55,358,77,危険
2025-05-01T08:45:00,SN002,区画B,27.6,44.1,1008.8,0.56,360,76,危険
2025-05-01T08:00:00,SN003,区画C,25.3,56.1,1017.9,0.32,266,81,正常
2025-05-01T08:15:00,SN003,区画C,25.4,56.2,1018.0,0.33,268,81,正常
2025-05-01T08:30:00,SN003,区画C,25.5,56.3,1018.1,0.34,270,80,正常
2025-05-01T08:45:00,SN003,区画C,25.6,56.4,1018.2,0.35,272,80,正常
2025-05-01T09:00:00,SN001,区画A,26.5,41.6,1010.2,0.48,176,73,正常
2025-05-01T09:15:00,SN001,区画A,26.6,41.5,1010.1,0.49,174,73,正常
2025-05-01T09:30:00,SN001,区画A,26.7,41.4,1010.0,0.50,172,72,正常
2025-05-01T09:45:00,SN001,区画A,26.8,41.3,1009.9,0.51,170,72,正常
2025-05-01T09:00:00,SN002,区画B,27.7,44.0,1008.7,0.57,362,76,危険
2025-05-01T09:15:00,SN002,区画B,27.8,43.9,1008.6,0.58,364,75,危険
2025-05-01T09:30:00,SN002,区画B,27.9,43.8,1008.5,0.59,366,75,危険
2025-05-01T09:45:00,SN002,区画B,28.0,43.7,1008.4,0.60,368,74,危険
2025-05-01T09:00:00,SN003,区画C,25.7,56.5,1018.3,0.36,274,79,正常
2025-05-01T09:15:00,SN003,区画C,25.8,56.6,1018.4,0.37,276,79,正常
2025-05-01T09:30:00,SN003,区画C,25.9,56.7,1018.5,0.38,278,78,正常
2025-05-01T09:45:00,SN003,区画C,26.0,56.8,1018.6,0.39,280,78,正常
2025-05-01T10:00:00,SN001,区画A,26.9,41.2,1009.8,0.52,168,71,正常
2025-05-01T10:15:00,SN001,区画A,27.0,41.1,1009.7,0.53,166,71,正常
2025-05-01T10:30:00,SN001,区画A,27.1,41.0,1009.6,0.54,164,70,正常
2025-05-01T10:45:00,SN001,区画A,27.2,40.9,1009.5,0.55,162,70,正常
2025-05-01T10:00:00,SN002,区画B,28.1,43.6,1008.3,0.58,370,74,危険
2025-05-01T10:15:00,SN002,区画B,28.2,43.5,1008.2,0.56,372,73,危険
2025-05-01T10:30:00,SN002,区画B,28.3,43.4,1008.1,0.54,374,73,危険
2025-05-01T10:45:00,SN002,区画B,28.4,43.3,1008.0,0.52,376,72,危険
2025-05-01T10:00:00,SN003,区画C,26.1,56.9,1018.7,0.40,282,77,正常
2025-05-01T10:15:00,SN003,区画C,26.2,57.0,1018.8,0.41,284,77,正常
2025-05-01T10:30:00,SN003,区画C,26.3,57.1,1018.9,0.42,286,76,正常
2025-05-01T10:45:00,SN003,区画C,26.4,57.2,1019.0,0.43,288,76,正常
2025-05-01T11:00:00,SN001,区画A,27.3,40.8,1009.4,0.56,160,69,正常
2025-05-01T11:15:00,SN001,区画A,27.4,40.7,1009.3,0.57,158,69,正常
2025-05-01T11:30:00,SN001,区画A,27.5,40.6,1009.2,0.58,156,68,正常
2025-05-01T11:45:00,SN001,区画A,27.6,40.5,1009.1,0.59,154,68,正常
2025-05-01T11:00:00,SN002,区画B,28.5,43.2,1007.9,0.51,378,72,危険
2025-05-01T11:15:00,SN002,区画B,28.6,43.1,1007.8,0.50,380,71,危険
2025-05-01T11:30:00,SN002,区画B,28.7,43.0,1007.7,0.49,382,71,危険
2025-05-01T11:45:00,SN002,区画B,28.8,42.9,1007.6,0.48,384,70,危険
2025-05-01T11:00:00,SN003,区画C,26.5,57.3,1019.1,0.44,290,75,正常
2025-05-01T11:15:00,SN003,区画C,26.6,57.4,1019.2,0.45,292,75,正常
2025-05-01T11:30:00,SN003,区画C,26.7,57.5,1019.3,0.46,294,74,正常
2025-05-01T11:45:00,SN003,区画C,26.8,57.6,1019.4,0.47,296,74,正常
2025-05-01T00:00:00,SN001,区画A,22.5,45.2,1013.2,0.12,245,92,正常
2025-05-01T00:05:00,SN001,区画A,22.6,45.1,1013.3,0.11,247,92,正常
2025-05-01T00:10:00,SN001,区画A,22.7,45.3,1013.4,0.15,249,91,正常
2025-05-01T00:15:00,SN001,区画A,22.8,45.4,1013.5,0.12,250,91,正常
2025-05-01T00:20:00,SN001,区画A,22.9,45.5,1013.6,0.13,248,91,正常
2025-05-01T00:25:00,SN001,区画A,23.0,45.3,1013.7,0.14,246,91,正常
2025-05-01T00:30:00,SN001,区画A,23.1,45.2,1013.8,0.12,245,90,正常
2025-05-01T00:35:00,SN001,区画A,23.2,45.1,1013.7,0.11,244,90,正常
2025-05-01T00:40:00,SN001,区画A,23.3,45.0,1013.6,0.12,243,90,正常
2025-05-01T00:45:00,SN001,区画A,23.2,44.9,1013.5,0.13,242,90,正常
2025-05-01T00:00:00,SN002,区画B,23.5,48.2,1012.9,0.17,278,95,正常
2025-05-01T00:05:00,SN002,区画B,23.6,48.1,1012.8,0.16,280,95,正常
2025-05-01T00:10:00,SN002,区画B,23.7,48.0,1012.7,0.15,282,94,正常
2025-05-01T00:15:00,SN002,区画B,23.8,47.9,1012.6,0.18,284,94,正常
2025-05-01T00:20:00,SN002,区画B,23.9,47.8,1012.5,0.19,286,94,正常
2025-05-01T00:25:00,SN002,区画B,24.0,47.7,1012.4,0.20,288,93,正常
2025-05-01T00:30:00,SN002,区画B,24.1,47.6,1012.3,0.21,290,93,正常
2025-05-01T00:35:00,SN002,区画B,24.2,47.5,1012.2,0.22,292,93,正常
2025-05-01T00:40:00,SN002,区画B,24.3,47.4,1012.1,0.23,294,92,正常
2025-05-01T00:45:00,SN002,区画B,24.4,47.3,1012.0,0.24,296,92,正常
2025-05-01T00:00:00,SN003,区画C,21.5,52.3,1014.1,0.08,190,98,正常
2025-05-01T00:05:00,SN003,区画C,21.6,52.4,1014.2,0.09,192,98,正常
2025-05-01T00:10:00,SN003,区画C,21.7,52.5,1014.3,0.10,194,98,正常
2025-05-01T00:15:00,SN003,区画C,21.8,52.6,1014.4,0.09,196,97,正常
2025-05-01T00:20:00,SN003,区画C,21.9,52.7,1014.5,0.08,198,97,正常
2025-05-01T00:25:00,SN003,区画C,22.0,52.8,1014.6,0.07,200,97,正常
2025-05-01T00:30:00,SN003,区画C,22.1,52.9,1014.7,0.06,202,97,正常
2025-05-01T00:35:00,SN003,区画C,22.2,53.0,1014.8,0.05,204,96,正常
2025-05-01T00:40:00,SN003,区画C,22.3,53.1,1014.9,0.04,206,96,正常
2025-05-01T00:45:00,SN003,区画C,22.4,53.2,1015.0,0.03,208,96,正常
2025-05-01T01:00:00,SN001,区画A,23.3,44.8,1013.4,0.16,240,89,正常
2025-05-01T01:15:00,SN001,区画A,23.4,44.7,1013.3,0.17,238,89,正常
2025-05-01T01:30:00,SN001,区画A,23.5,44.6,1013.2,0.18,236,88,正常
2025-05-01T01:45:00,SN001,区画A,23.6,44.5,1013.1,0.19,234,88,正常
2025-05-01T01:00:00,SN002,区画B,24.5,47.2,1011.9,0.25,298,92,正常
2025-05-01T01:15:00,SN002,区画B,24.6,47.1,1011.8,0.26,300,91,正常
2025-05-01T01:30:00,SN002,区画B,24.7,47.0,1011.7,0.27,302,91,正常
2025-05-01T01:45:00,SN002,区画B,24.8,46.9,1011.6,0.28,304,90,正常
2025-05-01T01:00:00,SN003,区画C,22.5,53.3,1015.1,0.04,210,95,正常
2025-05-01T01:15:00,SN003,区画C,22.6,53.4,1015.2,0.05,212,95,正常
2025-05-01T01:30:00,SN003,区画C,22.7,53.5,1015.3,0.06,214,94,正常
2025-05-01T01:45:00,SN003,区画C,22.8,53.6,1015.4,0.07,216,94,正常
2025-05-01T02:00:00,SN001,区画A,23.7,44.4,1013.0,0.20,232,87,正常
2025-05-01T02:15:00,SN001,区画A,23.8,44.3,1012.9,0.21,230,87,正常
2025-05-01T02:30:00,SN001,区画A,23.9,44.2,1012.8,0.22,228,86,正常
2025-05-01T02:45:00,SN001,区画A,24.0,44.1,1012.7,0.23,226,86,正常
2025-05-01T02:00:00,SN002,区画B,24.9,46.8,1011.5,0.29,306,90,正常
2025-05-01T02:15:00,SN002,区画B,25.0,46.7,1011.4,0.30,308,89,正常
2025-05-01T02:30:00,SN002,区画B,25.1,46.6,1011.3,0.31,310,89,正常
2025-05-01T02:45:00,SN002,区画B,25.2,46.5,1011.2,0.32,312,88,正常
2025-05-01T02:00:00,SN003,区画C,22.9,53.7,1015.5,0.08,218,93,正常
2025-05-01T02:15:00,SN003,区画C,23.0,53.8,1015.6,0.09,220,93,正常
2025-05-01T02:30:00,SN003,区画C,23.1,53.9,1015.7,0.10,222,92,正常
2025-05-01T02:45:00,SN003,区画C,23.2,54.0,1015.8,0.11,224,92,正常
2025-05-01T03:00:00,SN001,区画A,24.1,44.0,1012.6,0.24,224,85,正常
2025-05-01T03:15:00,SN001,区画A,24.2,43.9,1012.5,0.25,222,85,正常
2025-05-01T03:30:00,SN001,区画A,24.3,43.8,1012.4,0.26,220,84,正常
2025-05-01T03:45:00,SN001,区画A,24.4,43.7,1012.3,0.27,218,84,正常
2025-05-01T03:00:00,SN002,区画B,25.3,46.4,1011.1,0.33,314,88,正常
2025-05-01T03:15:00,SN002,区画B,25.4,46.3,1011.0,0.34,316,87,正常
2025-05-01T03:30:00,SN002,区画B,25.5,46.2,1010.9,0.35,318,87,警告
2025-05-01T03:45:00,SN002,区画B,25.6,46.1,1010.8,0.36,320,86,警告
2025-05-01T03:00:00,SN003,区画C,23.3,54.1,1015.9,0.12,226,91,正常
2025-05-01T03:15:00,SN003,区画C,23.4,54.2,1016.0,0.13,228,91,正常
2025-05-01T03:30:00,SN003,区画C,23.5,54.3,1016.1,0.14,230,90,正常
2025-05-01T03:45:00,SN003,区画C,23.6,54.4,1016.2,0.15,232,90,正常
2025-05-01T04:00:00,SN001,区画A,24.5,43.6,1012.2,0.28,216,83,正常
2025-05-01T04:15:00,SN001,区画A,24.6,43.5,1012.1,0.29,214,83,正常
2025-05-01T04:30:00,SN001,区画A,24.7,43.4,1012.0,0.30,212,82,正常
2025-05-01T04:45:00,SN001,区画A,24.8,43.3,1011.9,0.31,210,82,正常
2025-05-01T04:00:00,SN002,区画B,25.7,46.0,1010.7,0.37,322,86,警告
